"FlowKey","LocalAddress","LocalPort","RemoteAddress","RemotePort","State","ProcessName","CreationTime","CurrentTime"
"TCP@192.168.111.32:58329-192.168.111.20:22","192.168.111.32","58329","192.168.111.20","22","Established","C:\Windows\System32\OpenSSH\ssh.exe","10/16/2021 4:57:42 PM","10/16/2021 5:31:57 PM"
"TCP@192.168.111.32:60770-20.199.120.151:443","192.168.111.32","60770","20.199.120.151","443","Established","C:\Users\Rysavy\AppData\Local\Microsoft\OneDrive\OneDrive.exe","10/16/2021 2:43:49 PM","10/16/2021 5:34:45 PM"
"TCP@192.168.111.32:61224-65.9.98.95:443","192.168.111.32","61224","65.9.98.95","443","Established","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","10/16/2021 5:31:30 PM","10/16/2021 5:34:24 PM"
"TCP@192.168.111.32:61250-192.168.111.20:22","192.168.111.32","61250","192.168.111.20","22","Established","C:\Windows\System32\OpenSSH\ssh.exe","10/16/2021 5:31:43 PM","10/16/2021 5:34:45 PM"
"TCP@192.168.111.32:61263-13.69.106.215:443","192.168.111.32","61263","13.69.106.215","443","Established","C:\Program Files\PowerShell\7\pwsh.exe","10/16/2021 5:31:48 PM","10/16/2021 5:32:49 PM"
"TCP@192.168.111.32:61344-152.199.19.161:443","192.168.111.32","61344","152.199.19.161","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\IDE\PerfWatson2.exe","10/16/2021 5:32:28 PM","10/16/2021 5:33:31 PM"
"TCP@192.168.111.32:61355-152.199.19.161:443","192.168.111.32","61355","152.199.19.161","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.ThreadedWaitDialog.exe","10/16/2021 5:32:33 PM","10/16/2021 5:33:00 PM"
"TCP@192.168.111.32:61372-152.199.19.161:443","192.168.111.32","61372","152.199.19.161","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\IDE\devenv.exe","10/16/2021 5:32:41 PM","10/16/2021 5:33:31 PM"
"TCP@192.168.111.32:61377-52.236.186.218:443","192.168.111.32","61377","52.236.186.218","443","Established","C:\Program Files\PowerShell\7\pwsh.exe","10/16/2021 5:32:43 PM","10/16/2021 5:34:55 PM"
"TCP@192.168.111.32:62229-172.217.23.202:443","192.168.111.32","62229","172.217.23.202","443","Established","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","10/16/2021 5:27:24 PM","10/16/2021 5:31:04 PM"
"TCP@192.168.111.32:62528-172.217.23.227:443","192.168.111.32","62528","172.217.23.227","443","Established","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","10/16/2021 5:27:08 PM","10/16/2021 5:31:04 PM"
"TCP@192.168.111.32:62567-65.9.98.83:443","192.168.111.32","62567","65.9.98.83","443","Established","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","10/16/2021 5:26:30 PM","10/16/2021 5:30:22 PM"
"TCP@192.168.111.32:62589-152.199.19.161:443","192.168.111.32","62589","152.199.19.161","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\IDE\devenv.exe","10/16/2021 5:30:20 PM","10/16/2021 5:31:36 PM"
"TCP@192.168.111.32:62590-152.199.19.161:443","192.168.111.32","62590","152.199.19.161","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\IDE\devenv.exe","10/16/2021 5:30:20 PM","10/16/2021 5:31:46 PM"
"TCP@192.168.111.32:62595-40.77.226.250:443","192.168.111.32","62595","40.77.226.250","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\IDE\PerfWatson2.exe","10/16/2021 5:30:22 PM","10/16/2021 5:30:32 PM"
"TCP@192.168.111.32:62598-140.82.121.6:443","192.168.111.32","62598","140.82.121.6","443","Established","C:\Users\Rysavy\AppData\Local\GitHubDesktop\app-2.9.3\GitHubDesktop.exe","10/16/2021 5:30:23 PM","10/16/2021 5:30:32 PM"
"TCP@192.168.111.32:62601-13.107.5.88:443","192.168.111.32","62601","13.107.5.88","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\IDE\devenv.exe","10/16/2021 5:30:24 PM","10/16/2021 5:31:25 PM"
"TCP@192.168.111.32:65361-13.107.6.158:443","192.168.111.32","65361","13.107.6.158","443","Established","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","10/16/2021 5:33:10 PM","10/16/2021 5:33:31 PM"
"TCP@192.168.111.32:65460-152.199.19.161:443","192.168.111.32","65460","152.199.19.161","443","Established","C:\Program Files\Microsoft Visual Studio\2022\Preview\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.Host.CLR.x86.exe","10/16/2021 5:33:58 PM","10/16/2021 5:35:06 PM"
