type,key,value,reliability,validity,details
in_flow_tags,10.100.34.242,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:26:25""]","{""src"": ""flow_classifier""}"
in_flow_tags,2603:1061:0:10::c9,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:01""]","{""src"": ""flow_classifier""}"
in_flow_tags,81.25.28.124,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:26:23""]","{""src"": ""flow_classifier""}"
in_flow_tags,162.159.200.123,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:24""]","{""src"": ""flow_classifier""}"
in_flow_tags,192.168.55.120,WEB:https,1,"[""2023-03-10 18:20:45"",""2023-03-10 18:26:24""]","{""src"": ""flow_classifier""}"
in_flow_tags,192.168.55.106,WEB:https,1,"[""2023-03-10 18:20:54"",""2023-03-10 18:26:24""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.46.22,WEB:https,1,"[""2023-03-10 18:26:03"",""2023-03-10 18:26:18""]","{""src"": ""flow_classifier""}"
in_flow_tags,2607:f740:e61a:8::1,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:25:59""]","{""src"": ""flow_classifier""}"
in_flow_tags,2001:67c:1bc::100,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:17"",""2023-03-10 18:26:17""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.50.144,WEB:https,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:50""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.50.144,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:50""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.16.22,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:50""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.16.21,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:50""]","{""src"": ""flow_classifier""}"
in_flow_tags,2a03:b0c0:3:d0::493:3001,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:22"",""2023-03-10 18:26:22""]","{""src"": ""flow_classifier""}"
in_flow_tags,2620:1ec:bda:700::3,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:15"",""2023-03-10 18:26:15""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.51.26,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:20:52"",""2023-03-10 18:26:28""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.32.26,NETWORKSERVICE:dns,1,"[""2023-03-10 09:17:41"",""2023-03-10 18:26:20""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.58.58,WEB:https,1,"[""2023-03-10 18:25:55"",""2023-03-10 18:26:46""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.58.58,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:55"",""2023-03-10 18:26:46""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.64.21,WEB:https,1,"[""2023-03-10 18:25:41"",""2023-03-10 18:26:25""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.51.20,NETWORKSERVICE:dns,1,"[""2023-03-10 18:26:01"",""2023-03-10 18:26:11""]","{""src"": ""flow_classifier""}"
in_flow_tags,2001:678:f::1,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:07"",""2023-03-10 18:26:07""]","{""src"": ""flow_classifier""}"
in_flow_tags,2620:1ec:8ec:10::c9,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:20"",""2023-03-10 18:26:20""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.7.30,WEB:https,1,"[""2023-03-10 18:26:06"",""2023-03-10 18:26:06""]","{""src"": ""flow_classifier""}"
in_flow_tags,41.63.96.128,WEB:http,1,"[""2023-03-10 18:26:21"",""2023-03-10 18:26:21""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.38.69,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:05"",""2023-03-10 18:26:23""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.10.9.17,WEB:https,1,"[""2023-03-10 18:25:55"",""2023-03-10 18:26:10""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.56.157,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:08"",""2023-03-10 18:26:15""]","{""src"": ""flow_classifier""}"
in_flow_tags,192.168.3.254,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:23""]","{""src"": ""flow_classifier""}"
in_flow_tags,ff02::1:2,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:00"",""2023-03-10 18:26:18""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.16.30,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:41"",""2023-03-10 18:26:25""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.16.30,WEB:https,1,"[""2023-03-10 18:25:41"",""2023-03-10 18:26:25""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.16.30,MAIL:pop3,1,"[""2023-03-10 18:25:41"",""2023-03-10 18:26:25""]","{""src"": ""flow_classifier""}"
in_flow_tags,2620:1ec:bda:700::4,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:15"",""2023-03-10 18:26:15""]","{""src"": ""flow_classifier""}"
in_flow_tags,2620:1ec:8ec:10::20,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:25"",""2023-03-10 18:26:25""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.24.69,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:12"",""2023-03-10 18:26:22""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.42.53,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:09"",""2023-03-10 18:26:16""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.38.242,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:05"",""2023-03-10 18:26:16""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.2.9,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:00"",""2023-03-10 18:26:51""]","{""src"": ""flow_classifier""}"
in_flow_tags,78.108.102.237,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:26:22""]","{""src"": ""flow_classifier""}"
in_flow_tags,162.159.200.1,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:25:59"",""2023-03-10 18:26:21""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.40.21,dns,1,"[""2023-03-10 18:26:03"",""2023-03-10 18:26:23""]","{""src"": ""flow_classifier""}"
open_ports,20.90.152.133,{443},1,"[""2023-03-10 18:26:33"",""2023-03-10 18:26:33""]","{""src"": ""service_labels""}"
open_ports,216.229.4.69,{123},1,"[""2023-03-10 18:26:32"",""2023-03-10 18:26:32""]","{""src"": ""service_labels""}"
open_ports,5.161.111.190,{123},1,"[""2023-03-10 18:26:32"",""2023-03-10 18:26:32""]","{""src"": ""service_labels""}"
open_ports,52.236.186.222,{443},1,"[""2023-03-10 18:26:34"",""2023-03-10 18:26:34""]","{""src"": ""service_labels""}"
open_ports,fe80::250:56ff:fe92:120e,{546},1,"[""2023-03-10 18:26:42"",""2023-03-10 18:26:42""]","{""src"": ""service_labels""}"
open_ports,ff02::1:2,{547},1,"[""2023-03-10 18:26:42"",""2023-03-10 18:26:42""]","{""src"": ""service_labels""}"
tags_by_services,10.100.50.144,"{""WEB Server:443""}",1,"[""2023-03-10 18:26:19"",""2023-03-10 18:26:36""]","{""src"": ""service_labels""}"
tags_by_services,10.100.28.41,"{""WEB Server:443""}",1,"[""2023-03-10 18:26:16"",""2023-03-10 18:26:31""]","{""src"": ""service_labels""}"
tags_by_services,162.159.200.1,"{""Time Server:123""}",1,"[""2023-03-10 18:26:21"",""2023-03-10 18:26:40""]","{""src"": ""service_labels""}"
tags_by_services,162.159.200.123,"{""Time Server:123""}",1,"[""2023-03-10 18:26:16"",""2023-03-10 18:26:42""]","{""src"": ""service_labels""}"
tags_by_services,81.25.28.124,"{""Time Server:123""}",1,"[""2023-03-10 18:26:16"",""2023-03-10 18:26:42""]","{""src"": ""service_labels""}"
tags_by_services,78.108.102.237,"{""Time Server:123""}",1,"[""2023-03-10 18:26:22"",""2023-03-10 18:26:39""]","{""src"": ""service_labels""}"
tags_by_services,10.100.24.69,"{""SNMP Agent:161""}",1,"[""2023-03-10 18:26:22"",""2023-03-10 18:26:26""]","{""src"": ""service_labels""}"
tags_by_services,41.63.96.128,"{""WEB Server:80""}",1,"[""2023-03-10 18:26:21"",""2023-03-10 18:26:21""]","{""src"": ""service_labels""}"
tags_by_services,192.168.3.70,"{""WEB Server:443""}",1,"[""2023-03-10 18:26:18"",""2023-03-10 18:26:42""]","{""src"": ""service_labels""}"
tags_by_services,10.100.64.21,"{""WEB Server:443""}",1,"[""2023-03-10 18:26:21"",""2023-03-10 18:26:21""]","{""src"": ""service_labels""}"
ip_dependency_server,ff02::1:2,fe80::250:56ff:febf:5c1e,1,"[""2023-03-10 18:26:41"",""2023-03-10 18:26:41""]","{""src"": ""dependency_mapping"", ""port"": ""547"", ""num_packets"": 2}"
ip_dependency_client,fe80::250:56ff:febf:5c1e,ff02::1:2,1,"[""2023-03-10 18:26:41"",""2023-03-10 18:26:41""]","{""src"": ""dependency_mapping"", ""port"": ""547"", ""num_packets"": 2}"
ip_dependency_server,162.159.200.123,10.100.32.28,1,"[""2023-03-10 18:26:41"",""2023-03-10 18:26:41""]","{""src"": ""dependency_mapping"", ""port"": ""123"", ""num_packets"": 8}"
ip_dependency_client,10.100.32.28,162.159.200.123,1,"[""2023-03-10 18:26:41"",""2023-03-10 18:26:41""]","{""src"": ""dependency_mapping"", ""port"": ""123"", ""num_packets"": 8}"
ip_dependency_server,81.25.28.124,10.100.32.28,1,"[""2023-03-10 18:26:40"",""2023-03-10 18:26:40""]","{""src"": ""dependency_mapping"", ""port"": ""123"", ""num_packets"": 8}"
ip_dependency_client,10.100.32.28,81.25.28.124,1,"[""2023-03-10 18:26:40"",""2023-03-10 18:26:40""]","{""src"": ""dependency_mapping"", ""port"": ""123"", ""num_packets"": 8}"
ip_dependency_server,192.168.55.104,192.168.3.70,1,"[""2023-03-10 18:26:43"",""2023-03-10 18:26:43""]","{""src"": ""dependency_mapping"", ""port"": ""443"", ""num_packets"": 3}"
ip_dependency_client,192.168.3.70,192.168.55.104,1,"[""2023-03-10 18:26:43"",""2023-03-10 18:26:43""]","{""src"": ""dependency_mapping"", ""port"": ""443"", ""num_packets"": 3}"
in_flow_tags,2001:67c:e0::5,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:40"",""2023-03-10 18:26:40""]","{""src"": ""flow_classifier""}"
in_flow_tags,2803:f800:50::6ca2:c0e1,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:40"",""2023-03-10 18:26:40""]","{""src"": ""flow_classifier""}"
in_flow_tags,192.168.3.137,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:26:11"",""2023-03-10 18:26:44""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.30.242,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:27:15"",""2023-03-10 18:27:15""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.58.58,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:27:15"",""2023-03-10 18:27:15""]","{""src"": ""flow_classifier""}"
tags_by_services,10.100.32.31,"{""End Device:666""}",1,"[""2023-03-10 18:27:02"",""2023-03-10 18:27:02""]","{""src"": ""service_labels""}"
tags_by_services,10.100.33.29,"{""End Device:666""}",1,"[""2023-03-10 18:27:02"",""2023-03-10 18:27:02""]","{""src"": ""service_labels""}"
hostml_label,3.33.244.138,web_server,0.50666666,"[""2023-03-10 08:22:35"",""2023-03-10 18:27:35""]","{""src"": ""host_classification""}"
hostml_label,3.33.244.138,SNMP_agent,0.55,"[""2023-03-10 08:22:35"",""2023-03-10 18:27:35""]","{""src"": ""host_classification""}"
hostml_label,3.33.244.138,Windows,0.54,"[""2023-03-10 08:22:35"",""2023-03-10 18:27:35""]","{""src"": ""host_classification""}"
in_flow_tags,10.100.56.31,NETWORKSERVICE:ntp,1,"[""2023-03-10 18:27:32"",""2023-03-10 18:27:32""]","{""src"": ""flow_classifier""}"
ip_dependency_server,10.100.51.26,10.100.51.20,1,"[""2023-03-10 18:26:43"",""2023-03-10 18:26:57""]","{""src"": ""dependency_mapping"", ""port"": ""2210"", ""num_packets"": 36}"
in_flow_tags,10.100.43.225,WEB:http,1,"[""2023-03-10 18:27:27"",""2023-03-10 18:27:40""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.43.225,WEB:https,1,"[""2023-03-10 18:27:27"",""2023-03-10 18:27:40""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.44.59,WEB:http,1,"[""2023-03-10 18:27:27"",""2023-03-10 18:27:41""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.44.59,WEB:https,1,"[""2023-03-10 18:27:27"",""2023-03-10 18:27:41""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.44.226,WEB:http,1,"[""2023-03-10 18:27:30"",""2023-03-10 18:27:37""]","{""src"": ""flow_classifier""}"
open_ports,10.100.56.51,{2210},1,"[""2023-03-10 18:27:19"",""2023-03-10 18:27:19""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.44.226,WEB:https,1,"[""2023-03-10 18:27:30"",""2023-03-10 18:27:37""]","{""src"": ""flow_classifier""}"
open_ports,10.100.40.24,{2210},1,"[""2023-03-10 18:27:21"",""2023-03-10 18:27:44""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.43.254,WEB:http,1,"[""2023-03-10 18:27:26"",""2023-03-10 18:27:43""]","{""src"": ""flow_classifier""}"
open_ports,162.159.200.1,{123},1,"[""2023-03-10 18:27:19"",""2023-03-10 18:27:35""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.43.254,WEB:https,1,"[""2023-03-10 18:27:26"",""2023-03-10 18:27:43""]","{""src"": ""flow_classifier""}"
open_ports,192.168.55.99,{9080},1,"[""2023-03-10 18:27:24"",""2023-03-10 18:27:44""]","{""src"": ""service_labels""}"
open_ports,78.108.102.237,{123},1,"[""2023-03-10 18:27:20"",""2023-03-10 18:27:36""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.45.110,WEB:http,1,"[""2023-03-10 18:27:27"",""2023-03-10 18:27:44""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.45.110,WEB:https,1,"[""2023-03-10 18:27:27"",""2023-03-10 18:27:44""]","{""src"": ""flow_classifier""}"
tags_by_services,0.0.0.0,"{""DHCP Client:68""}",1,"[""2023-10-23 22:08:12"",""2023-10-23 22:08:12""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.43.159,WEB:http,1,"[""2023-10-23 22:08:02"",""2023-10-23 22:08:10""]","{""src"": ""flow_classifier""}"
tags_by_services,255.255.255.255,"{""DHCP Server:67""}",1,"[""2023-10-23 22:08:12"",""2023-10-23 22:08:12""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.43.159,WEB:https,1,"[""2023-10-23 22:08:02"",""2023-10-23 22:08:10""]","{""src"": ""flow_classifier""}"
tags_by_services,13.69.239.72,"{""WEB Server:443""}",1,"[""2023-10-23 22:08:10"",""2023-10-23 22:08:13""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.44.199,WEB:https,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:06""]","{""src"": ""flow_classifier""}"
tags_by_services,192.168.111.19,"{""WEB Server:443""}",1,"[""2023-10-23 22:08:12"",""2023-10-23 22:08:12""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.44.199,WEB:http,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:06""]","{""src"": ""flow_classifier""}"
tags_by_services,10.100.32.28,"{""WEB Server:443""}",1,"[""2023-10-23 22:08:07"",""2023-10-23 22:08:07""]","{""src"": ""service_labels""}"
tags_by_services,192.168.55.12,"{""WEB Server:443""}",1,"[""2023-10-23 22:08:13"",""2023-10-23 22:08:13""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.45.153,WEB:http,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:06""]","{""src"": ""flow_classifier""}"
tags_by_services,147.251.48.140,"{""Time Server:123""}",1,"[""2023-10-23 22:08:11"",""2023-10-23 22:08:12""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.45.153,WEB:https,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:06""]","{""src"": ""flow_classifier""}"
tags_by_services,142.251.36.109,"{""WEB Server:443""}",1,"[""2023-10-23 22:08:14"",""2023-10-23 22:08:14""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.44.169,WEB:http,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:11""]","{""src"": ""flow_classifier""}"
tags_by_services,192.168.55.106,"{""WEB Server:443""}",1,"[""2023-10-23 22:08:13"",""2023-10-23 22:08:13""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.44.169,WEB:https,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:11""]","{""src"": ""flow_classifier""}"
tags_by_services,20.31.196.184,"{""WEB Server:443""}",1,"[""2023-10-23 22:08:13"",""2023-10-23 22:08:13""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.43.35,WEB:http,1,"[""2023-10-23 22:08:02"",""2023-10-23 22:08:13""]","{""src"": ""flow_classifier""}"
tags_by_services,fe80::78d6:1ca:d15e:d2b8,"{""DHCP Client:546""}",1,"[""2023-10-23 22:08:13"",""2023-10-23 22:08:13""]","{""src"": ""service_labels""}"
in_flow_tags,10.100.43.35,WEB:https,1,"[""2023-10-23 22:08:02"",""2023-10-23 22:08:13""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.44.151,WEB:https,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:05""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.43.145,WEB:https,1,"[""2023-10-23 22:08:02"",""2023-10-23 22:08:05""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.43.145,WEB:http,1,"[""2023-10-23 22:08:02"",""2023-10-23 22:08:05""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.43.180,WEB:http,1,"[""2023-10-23 22:08:04"",""2023-10-23 22:08:07""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.43.180,WEB:https,1,"[""2023-10-23 22:08:04"",""2023-10-23 22:08:07""]","{""src"": ""flow_classifier""}"
in_flow_tags,10.100.43.228,WEB:https,1,"[""2023-10-23 22:08:03"",""2023-10-23 22:08:06""]","{""src"": ""flow_classifier""}"
